"0208040102 ESTUDO RENAL DINAMICO C/ OU S/ DIURETICO";119;39;158
"0208050035 CINTILOGRAFIA DE OSSOS COM OU SEM FLUXO SANGUINEO (CORPO INTEIRO)";379;108;487
"0208070044 CINTILOGRAFIA DE PULMAO POR PERFUSAO (MINIMO 4 PROJECOES)";1;1;2
"0208080040 LINFOCINTILOGRAFIA";154;51;205
"0209010010 COLANGIOPANCREATOGRAFIA RETROGRADA (VIA ENDOSCOPICA)";18;11;29
"0209010029 COLONOSCOPIA (COLOSCOPIA)";1995;810;2805
"0209010037 ESOFAGOGASTRODUODENOSCOPIA";9964;3997;13961
"0209010053 RETOSSIGMOIDOSCOPIA";480;533;1013
"0209020016 CISTOSCOPIA E/OU URETEROSCOPIA E/OU URETROSCOPIA";52;31;83
"0209040017 BRONCOSCOPIA (BRONCOFIBROSCOPIA)";20;1;21
"0209040025 LARINGOSCOPIA";1;1;2
"0209040041 VIDEOLARINGOSCOPIA";1;1;2
"0210010029 ANGIOGRAFIA DE ARCO AORTICO";8;1;9
"0210010037 ANGIOGRAFIA DE ARCO AORTICO E TRONCOS SUPRA-AORTICOS";5;3;8
"0210010045 AORTOGRAFIA ABDOMINAL";47;53;100
"0210010053 AORTOGRAFIA TORACICA";-;1;1
"0210010061 ARTERIOGRAFIA CERVICO-TORACICA";1;-;1
"0210010070 ARTERIOGRAFIA DE MEMBRO";14;31;45
"0210010100 ARTERIOGRAFIA P/ INVESTIGACAO DE HEMORRAGIA CEREBRAL";153;95;248
"0210010126 ARTERIOGRAFIA PELVICA";1;-;1
"0210010142 ARTERIOGRAFIA SELETIVA POR CATETER (POR VASO)";1644;974;2618
"0210010177 FLEBOGRAFIA DE MEMBRO";307;255;562
"0210010185 FLEBOGRAFIA DE CAVA INFERIOR E/OU SUPERIOR";74;53;127
"0210020016 COLANGIOGRAFIA TRANSCUTANEA";-;1;1
"0211020010 CATETERISMO CARDIACO";1166;656;1822
"0211020028 CATETERISMO CARDIACO EM PEDIATRIA";31;7;38
"0211020036 ELETROCARDIOGRAMA";286;78;364
"0211020060 TESTE DE ESFORCO / TESTE ERGOMETRICO";1;1;2
"0211030015 AVALIACAO CINEMATICA E DE PARAMETROS LINEARES";23;1;24
"0211030023 AVALIACAO CINETICA, CINEMATICA E DE PARAMETROS LINEARES";110;48;158
"0211030040 AVALIACAO DE FUNCAO E MECANICA RESPIRATORIA";2949;1307;4256
"0211030066 AVALIACAO DE MOVIMENTO (POR IMAGEM)";260;185;445
"0211030074 AVALIACAO FUNCIONAL MUSCULAR";9027;2970;11997
"0211030082 ELETRODIAGNOSTICO CINETICO FUNCIONAL";44;41;85
"0211030090 ELETROMIOGRAFIA DINAMICA, AVALIACAO CINETICA, CINEMATICA E DE PARAMETROS LINEARES";6;22;28
"0211040029 COLPOSCOPIA";2674;1197;3871
"0211040037 EXAME MICROBIOLOGICO A FRESCO DO CONTEUDO CERVICO-VAGINAL";-;1;1
"0211040061 TOCOCARDIOGRAFIA ANTE-PARTO";269;130;399
"0211050083 ELETRONEUROMIOGRAMA (ENMG)";-;2;2
"0211050113 POTENCIAL EVOCADO AUDITIVO";1487;413;1900
"0211060011 BIOMETRIA ULTRASSONICA (MONOCULAR)";7346;3742;11088
"0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO";80;12;92
"0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO";279;270;549
"0211060054 CERATOMETRIA";1075;530;1605
"0211060100 FUNDOSCOPIA";76;10;86
"0211060119 GONIOSCOPIA";2828;1488;4316
"0211060127 MAPEAMENTO DE RETINA";26421;13063;39484
"0211060143 MICROSCOPIA ESPECULAR DE CORNEA";1025;719;1744
"0211060151 POTENCIAL DE ACUIDADE VISUAL";4;3;7
"0211060178 RETINOGRAFIA COLORIDA BINOCULAR";2308;1142;3450
"0211060186 RETINOGRAFIA FLUORESCENTE BINOCULAR";239;119;358
"0211060224 TESTE DE VISAO DE CORES";53;-;53
"0211060232 TESTE ORTOPTICO";508;225;733
"0211060259 TONOMETRIA";18722;12234;30956
"0211060267 TOPOGRAFIA COMPUTADORIZADA DE CORNEA";1442;904;2346
"0211060283 TOMOGRAFIA DE COERENCIA OPTICA";1788;631;2419
"0211070025 AUDIOMETRIA DE REFORCO VISUAL (VIA AEREA / OSSEA)";1;2;3
"0211070033 AUDIOMETRIA EM CAMPO LIVRE";958;107;1065
"0211070041 AUDIOMETRIA TONAL LIMIAR (VIA AEREA / OSSEA)";1523;620;2143
"0211070050 AVALIACAO AUDITIVA COMPORTAMENTAL";265;-;265
"0211070068 AVALIACAO DE LINGUAGEM ESCRITA / LEITURA";555;718;1273
"0211070076 AVALIACAO DE LINGUAGEM ORAL";1519;978;2497
"0211070084 AVALIACAO MIOFUNCIONAL DE SISTEMA ESTOMATOGNATICO";1246;898;2144
"0211070092 AVALIACAO P/ DIAGNOSTICO DE DEFICIENCIA AUDITIVA";557;233;790
"0211070106 AVALIACAO P/ DIAGNOSTICO DIFERENCIAL DE DEFICIENCIA AUDITIVA";54;24;78
"0211070114 AVALIACAO VOCAL";193;156;349
"0211070149 EMISSOES OTOACUSTICAS EVOCADAS PARA TRIAGEM AUDITIVA (TESTE DA ORELHINHA)";2642;1284;3926
"0211070157 ESTUDO DE EMISSOES OTOACUSTICAS EVOCADAS TRANSITORIAS E PRODUTOS DE DISTORCAO (EOA)";8;1;9
"0211070173 EXAME DE ORGANIZACAO PERCEPTIVA";265;-;265
"0211070181 EXAME NEUROPSICOMOTOR EVOLUTIVO";270;-;270
"0211070203 IMITANCIOMETRIA";1428;620;2048
"0211070211 LOGOAUDIOMETRIA (LDV-IRF-LRF)";1413;576;1989
"0211070246 PESQUISA DE GANHO DE INSERCAO";3;4;7
"0211070262 POTENCIAL EVOCADO AUDITIVO DE CURTA MEDIA E LONGA LATENCIA";19;2;21
"0211070270 POTENCIAL EVOCADO AUDITIVO PARA TRIAGEM AUDITIVA (TESTE DA ORELHINHA)";1035;231;1266
"0211070289 PROVA DE FUNCAO TUBARIA";2;-;2
"0211070297 REAVALIACAO DIAGNOSTICA DE DEFICIENCIA AUDITIVA EM PACIENTE MAIOR DE 3 ANOS";740;302;1042
"0211070300 REAVALIACAO DIAGNOSTICA DE DEFICIENCIA AUDITIVA EM PACIENTE MENOR DE 3 ANOS";18;6;24
"0211070319 SELECAO E VERIFICACAO DE BENEFICIO DO AASI";915;361;1276
"0211070327 TESTES ACUMETRICOS (DIAPASAO)";1;-;1
"0211070351 TESTES VESTIBULARES / OTONEUROLOGICOS";1;-;1
"0211070378 AVALIACAO E SELECAO PRE-CIRURGICA PARA IMPLANTE COCLEAR";3;1;4
"0211070386 MAPEAMENTO E BALANCEAMENTO DOS ELETRODOS";17;5;22
"0211070394 POTENCIAL EVOCADO ELETRICAMENTE NO SISTEMA AUDITIVO";9;4;13
"0211070408 REFLEXO ESTAPEDIANO ELICIADO ELETRICAMENTE";1;2;3
"0211070416 AVALIACAO E SELECAO PRE-CIRURGICA PARA PROTESE AUDITIVA ANCORADA NO OSSO";1;-;1
"0211070424 EMISSOES OTOACUSTICAS EVOCADAS PARA TRIAGEM AUDITIVA (TESTE DA ORELHINHA/RETESTE)";597;-;597
"0211080055 ESPIROMETRIA OU PROVA DE FUNCAO PULMONAR COMPLETA COM BRONCODILATADOR";-;1;1
"0211090026 CATETERISMO DE URETRA";-;31;31
"0211100013 APLICACAO DE TESTE P/ PSICODIAGNOSTICO";8;-;8
"0212010026 EXAMES PRE-TRANSFUSIONAIS I";1474;718;2192
"0212010034 EXAMES PRE-TRANSFUSIONAIS II";1953;952;2905
"0213010208 IDENTIFICACAO DO VIRUS DA HEPATITE B POR PCR (QUANTITATIVO)";252;200;452
"0213010240 IMUNOFLUORESCENCIA INDIRETA P/ (IDENTIFICACAO DE LEPTOSPIRAS (LEPTOSPIROSE)";4;-;4
"0213010330 IMUNOHISTOQUIMICA P/ IDENTIFICACAO DO VIRUS DA DENGUE";4;6;10
"0213010720 PESQUISA DE SARS-COV-2 POR RT - PCR";2148;914;3062
"0213010780 DETECCAO RAPIDA DA CARGA VIRAL DO HIV";1;-;1
"0213010810 CONTAGEM RAPIDA DE LINFOCITOS CD4";1;-;1
"0213010828 CULTURA LIQUIDA AUTOMATIZADA PARA MICOBACTERIAS";1;-;1
"0214010015 GLICEMIA CAPILAR";42;21;63
"0214010040 TESTE RAPIDO PARA DETECCAO DE HIV NA GESTANTE OU PAI/PARCEIRO";1701;429;2130
"0214010058 TESTE RAPIDO PARA DETECCAO DE INFECCAO PELO HIV";7998;2979;10977
"0214010074 TESTE RAPIDO PARA SIFILIS";7987;2937;10924
"0214010082 TESTE RAPIDO PARA SIFILIS NA GESTANTE OU PAI/PARCEIRO";1693;418;2111
"0214010090 TESTE RAPIDO PARA DETECCAO DE HEPATITE C";16414;5497;21911
"0214010104 TESTE RAPIDO PARA DETECCAO DE INFECCAO PELO HBV";8341;3116;11457
"0214010112 TESTE RAPIDO PARA VIRUS ZIKA IGG/IGM";6;6;12
"0214010120 TESTE RAPIDO PARA DENGUE IGG/IGM";12;52;64
"0214010139 TESTE RAPIDO PARA FEBRE CHIKUNGUNYA IGM";26;20;46
"0214010163 TESTE RAPIDO PARA DETECCAO DE SARS-COVID-2";1199;2309;3508
"0214010171 TESTE RAPIDO PARA AVALIACAO DE CONTATOS DE HANSENIASE";6;10;16
"0214010180 TESTE RAPIDO PARA MALARIAÇ¨";1;-;1
"0214010198 TESTE RAPIDO LF-LAM PARA TUBERCULOSE";29;80;109
"0214010210 TESTE RAPIDO CRAG PARA CRIPTOCOCOSE";-;18;18
"0301010030 CONSULTA DE PROFISSIONAIS DE NIVEL SUPERIOR NA ATENCAO PRIMARIA (EXCETO MEDICO)";7;6;13
"0301010048 CONSULTA DE PROFISSIONAIS DE NIVEL SUPERIOR NA ATENCAO ESPECIALIZADA (EXCETO MEDICO)";32843;3693;36536
"0301010064 CONSULTA MEDICA EM ATENCAO PRIMARIA";5;3;8
"0301010072 CONSULTA MEDICA EM ATENCAO ESPECIALIZADA";24932;1239;26171
"0301010102 CONSULTA PARA DIAGNOSTICO/REAVALIACAO DE GLAUCOMA (TONOMETRIA, FUNDOSCOPIA E CAMPIMETRIA)";4221;3304;7525
"0301010153 PRIMEIRA CONSULTA ODONTOLOGICA PROGRAMATICA";6;-;6
"0301010196 AVALIACAO CLINICA PARA DIAGNOSTICO DE DOENCAS RARAS - EIXO I: 1-ANOMALIAS CONGENITAS OU DE MANI";2;1;3
"0301010234 CONSULTA PRE-NATAL DO PARCEIRO";1;-;1
"0301010269 AVALIACAO DO CRESCIMENTO NA PUERICULTURA";252;43;295
"0301010277 AVALIACAO DO DESENVOLVIMENTO DA CRIANCA NA PUERICULTURA";202;19;221
"0301010293 ATENDIMENTO DE ADOLESCENTES EM CUMPRIMENTO DEÇ¨MEDIDAS SOCIOEDUCATIVAS";2;-;2
"0301010307 TELECONSULTA MEDICA NA ATENCAO ESPECIALIZADA";49;8;57
"0301010315 TELECONSULTA POR PROFISSIONAIS DE NIVEL SUPERIOR NA ATENCAO ESPECIALIZADA (EXCETO MEDICO)";594;298;892
"0301020019 ACOMPANHAMENTO, CUIDADO OU REABILITACAO DE TRABALHADOR COM AGRAVO RELACIONADO AO TRABALHO";1;-;1
"0301020035 EMISSAO DE PARECER SOBRE NEXO CAUSAL";26;6;32
"0301020043 INVESTIGACAO EPIDEMIOLOGICA DO OBITO POR DOENCAS, AGRAVOS OU ACIDENTES DE TRABALHO";18;-;18
"0301020051 INVESTIGACAO DA RELACAO DA DOENCA OU AGRAVO RELACIONADO AO TRABALHO PARA FINS EPIDEMIOLOGICOS";7;3;10
"0301030103 SAMU 192: ATENDIMENTO PRE-HOSPITALAR MOVEL REALIZADO PELA EQUIPE DE SUPORTE BASICO DE VIDA TERRESTRE";2;-;2
"0301040044 TERAPIA INDIVIDUAL";2542;-;2542
"0301040052 ATENDIMENTO MULTIPROFISSIONAL PARA ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL";83;46;129
"0301040079 ESCUTA INICIAL / ORIENTACAO (ACOLHIMENTO A DEMANDA ESPONT NEA)";32;10;42
"0301040141 INSERCAO DO DISPOSITIVO INTRA-UTERINO (DIU)";1800;381;2181
"0301040150 RETIRADA DO DISPOSITIVO INTRA-UTERINO (DIU)";377;159;536
"0301050031 ASSISTENCIA DOMICILIAR POR EQUIPE MULTIPROFISSIONAL NA ATENCAO ESPECIALIZADA";166;49;215
"0301050066 INSTALACAO / MANUTENCAO DE VENTILACAO MECANICA NAO INVASIVA DOMICILIAR";275;120;395
"0301060029 ATENDIMENTO DE URGENCIA C/ OBSERVACAO ATE 24 HORAS EM ATENCAO ESPECIALIZADA";66736;30111;96847
"0301060037 ATENDIMENTO DE URGENCIA EM ATENCAO BASICA";5;-;5
"0301060045 ATENDIMENTO DE URGENCIA EM ATENCAO PRIMARIA COM OBSERVACAO ATE 8 HORAS";2;2;4
"0301060053 ATENDIMENTO DE URGENCIA EM ATENCAO PRIMARIA COM REMOCAO";-;1;1
"0301060061 ATENDIMENTO DE URGENCIA EM ATENCAO ESPECIALIZADA";4462;2240;6702
"0301060096 ATENDIMENTO MEDICO EM UNIDADE DE PRONTO ATENDIMENTO";181673;88835;270508
"0301060100 ATENDIMENTO ORTOPEDICO COM IMOBILIZACAO PROVISORIA";1687;993;2680
"0301060118 ACOLHIMENTO COM CLASSIFICACAO DE RISCO";251989;121820;373809
"0301070016 ACOMPANHAMENTO DE PACIENTE C/ IMPLANTE COCLEAR";3;-;3
"0301070024 ACOMPANHAMENTO DE PACIENTE EM REABILITACAO EM COMUNICACAO ALTERNATIVA";15369;8359;23728
"0301070032 ACOMPANHAMENTO DE PACIENTE P/ ADAPTACAO DE APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) UNI / B";44;21;65
"0301070040 ACOMPANHAMENTO NEUROPSICOLOGICO DE PACIENTE EM REABILITACAO";63283;27322;90605
"0301070059 ACOMPANHAMENTO PSICOPEDAGOGICO DE PACIENTE EM REABILITACAO";29193;8826;38019
"0301070067 ATENDIMENTO / ACOMPANHAMENTO EM REABILITACAO NAS MULTIPLAS DEFICIENCIAS";82394;37347;119741
"0301070075 ATENDIMENTO / ACOMPANHAMENTO DE PACIENTE EM REABILITACAO DO DESENVOLVIMENTO NEUROPSICOMOTOR";63981;25486;89467
"0301070105 ATENDIMENTO/ACOMPANHAMENTO INTENSIVO DE PACIENTE EM REABILITACAO FISICA (1 TURNO PACIENTE-DIA - 15";-;5;5
"0301070113 TERAPIA FONOAUDIOLOGICA INDIVIDUAL";31243;11326;42569
"0301070121 TRATAMENTO INTENSIVO DE PACIENTE EM REABILITACAO FISICA (1 TURNO PACIENTE- DIA - 20 ATENDIMENTOS-M";1;1;2
"0301070130 TRATAMENTO INTENSIVO DE PACIENTE EM REABILITACAO FISICA (2 TURNOS PACIENTE-DIA - 20 ATENDIMENTOS-M";-;61;61
"0301070148 TREINO DE ORIENTACAO E MOBILIDADE";303;39;342
"0301070156 AVALIACAO MULTIPROFISSIONAL EM DEFICIENCIA VISUAL";2;-;2
"0301070164 ATENDIMENTO/ACOMPANHAMENTO EM REABILITACAO VISUAL";319;18;337
"0301070172 MANUTENCAO DA PROTESE DE IMPLANTE COCLEAR";7;1;8
"0301070180 ACOMPANHAMENTO DE PACIENTE COM PROTESE AUDITIVA ANCORADA NO OSSO";2;-;2
"0301070199 ACOMPANHAMENTO DE PACIENTE COM IMPLANTE COCLEAR";15;4;19
"0301070202 ESTIMULACAO PRECOCE PARA DESENVOLVIMENTO NEUROPSICOMOTOR";-;6;6
"0301070210 REABILITACAO DE PACIENTES POS COVID-19";773;259;1032
"0301070261 TELEATENDIMENTO/TELEMONITORAMENTO EM REABILITACAO INTELECTUAL";-;1;1
"0301070300 ATENDIMENTO DE FAMILIARES, CUIDADORES E/OU ACOMPANHANTES DE PESSOAS COM DEFICIENCIA NOS SERVICOS DE";31;298;329
"0301080020 ACOLHIMENTO NOTURNO DE PACIENTE EM CENTRO DE ATENCAO PSICOSSOCIAL";1;-;1
"0301080178 ATENDIMENTO INDIVIDUAL EM PSICOTERAPIA";2;-;2
"0301080194 ACOLHIMENTO DIURNO DE PACIENTE EM CENTRO DE ATENCAO PSICOSSOCIAL";3263;1421;4684
"0301080208 ATENDIMENTO INDIVIDUAL DE PACIENTE EM CENTRO DE ATENCAO PSICOSSOCIAL";6788;2900;9688
"0301080216 ATENDIMENTO EM GRUPO DE PACIENTE EM CENTRO DE ATENCAO PSICOSSOCIAL";3585;1580;5165
"0301080224 ATENDIMENTO FAMILIAR EM CENTRO DE ATENCAO PSICOSSOCIAL";450;140;590
"0301080232 ACOLHIMENTO INICIAL POR CENTRO DE ATENCAO PSICOSSOCIAL";360;137;497
"0301080240 ATENDIMENTO DOMICILIAR PARA PACIENTES DE CENTRO DE ATENCAO PSICOSSOCIAL E/OU FAMILIARES";11;5;16
"0301080275 PRATICAS CORPORAIS EM CENTRO DE ATENCAO PSICOSSOCIAL";353;71;424
"0301080283 PRATICAS EXPRESSIVAS E COMUNICATIVAS EM CENTRO DE ATENCAO PSICOSSOCIAL";708;432;1140
"0301080291 ATENCAO AS SITUACOES DE CRISE";54;4;58
"0301080348 ACOES DE REABILITACAO PSICOSSOCIAL";338;61;399
"0301080356 PROMOCAO DE CONTRATUALIDADE NO TERRITORIO";-;1;1
"0301090033 AVALIACAO MULTIDIMENSIONAL DA PESSOA IDOSA";111;-;111
"0301100012 ADMINISTRACAO DE MEDICAMENTOS NA ATENCAO ESPECIALIZADA.";6024;3399;9423
"0301100039 AFERICAO DE PRESSAO ARTERIAL";10304;4737;15041
"0301100047 CATETERISMO VESICAL DE ALIVIO";10;-;10
"0301100055 CATETERISMO VESICAL DE DEMORA";1045;402;1447
"0301100063 CUIDADOS COM ESTOMAS";192;109;301
"0301100071 CUIDADOS C/ TRAQUEOSTOMIA";30;17;47
"0301100098 ENEMA";352;98;450
"0301100101 INALACAO / NEBULIZACAO";2;6;8
"0301100128 LAVAGEM GASTRICA";3;-;3
"0301100144 OXIGENOTERAPIA POR DIA";1;-;1
"0301100152 RETIRADA DE PONTOS DE CIRURGIAS (POR PACIENTE)";1710;406;2116
"0301100195 ADMINISTRACAO DE MEDICAMENTOS POR VIA ENDOVENOSA";7861;18814;26675
"0301100209 ADMINISTRACAO DE MEDICAMENTOS POR VIA INTRAMUSCULAR";1911;1827;3738
"0301100217 ADMINISTRACAO DE MEDICAMENTOS POR VIA ORAL";1410;3074;4484
"0301100225 ADMINISTRACAO DE MEDICAMENTOS POR VIA SUBCUTANEA (SC)";90;10;100
"0301100233 ADMINISTRACAO TOPICA DE MEDICAMENTO(S)";21;67;88
"0301100241 ADMINISTRACAO DE PENICILINA PARA TRATAMENTO DE SIFILIS";92;-;92
"0301100276 CURATIVO ESPECIAL";8095;6026;14121
"0301100284 CURATIVO SIMPLES";8422;3497;11919
"0301120013 ACOMPANHAMENTO DE PACIENTE COM FENILCETONURIA";-;2;2
"0301120048 ACOMPANHAMENTO DE PACIENTE COM HIPOTIREOIDISMO CONGENITO";88;31;119
"0301120056 ACOMPANHAMENTO DE PACIENTE POS-CIRURGIA BARIATRICA POR EQUIPE MULTIPROFISSIONAL";131;76;207
"0301120080 ACOMPANHAMENTO DE PACIENTE PRE-CIRURGIA BARIATRICA POR EQUIPE MULTIPROFISSIONAL";88;58;146
"0301130019 AVALIACAO CLINICA E ELETRONICA DE DISPOSITIVO ELETRICO CARDIACO IMPLANTAVEL";2;1;3
"0301130035 ACOMPANHAMENTO NO PROCESSO TRANSEXUALIZADO EXCLUSIVAMENTE PARA ATENDIMENTO CLINICO";2;2;4
"0301130043 ACOMPANHAMENTO NO PROCESSO TRANSEXUALIZADOR EXCLUSIVO NAS ETAPAS DO PRE E POS-OPERATORIO";1;1;2
"0301130051 ACOMPANHAMENTO MULTIPROFISSIONAL EM DRC ESTAGIO 04 PRE DIALISE";238;90;328
"0301130060 ACOMPANHAMENTO MULTIPROFISSIONAL EM DRC ESTAGIO 05 PRE DIALISE";137;81;218
"0301140014 ATENDIMENTO DE PACIENTE EM CUIDADOS PALIATIVOS";-;1;1
"0302010017 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NO PRE/POS CIRURGIAS UROGINECOLOGICAS";1055;165;1220
"0302010025 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES C/ DISFUNCOES UROGINECOLOGICAS";1458;664;2122
"0302020020 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE ONCOLOGICO CLINICO";18;-;18
"0302020039 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NO PRE E POS CIRURGIA ONCOLOGICA";1631;616;2247
"0302040013 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM TRANSTORNO RESPIRATORIO COM COMPLICACOES SISTEMICAS";8094;3133;11227
"0302040021 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM TRANSTORNO RESPIRATORIO SEM COMPLICACOES SISTEMICAS";6183;2093;8276
"0302040030 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM TRANSTORNO CLINICO CARDIOVASCULAR";10283;4880;15163
"0302040048 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE PRE/POS CIRURGIA CARDIOVASCULAR";4687;1573;6260
"0302040056 ATENDIMENTO FISIOTERAPEUTICO NAS DISFUNCOES VASCULARES PERIFERICAS";11493;5698;17191
"0302050019 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES NO PRE E POS-OPERATORIO NAS DISFUNCOES MUSCULO ESQUE";31351;25717;57068
"0302050027 ATENDIMENTO FISIOTERAPEUTICO NAS ALTERACOES MOTORAS";70271;28286;98557
"0302060014 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES COM DISTURBIOS NEURO-CINETICO-FUNCIONAIS SEM COMPLICAC";13649;5392;19041
"0302060022 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES COM DISTURBIOS NEURO-CINETICO-FUNCIONAIS COM COMPLICAC";59031;12919;71950
"0302060030 ATENDIMENTO FISIOTERAPEUTICO NAS DESORDENS DO DESENVOLVIMENTO NEURO MOTOR";11821;5164;16985
"0302060049 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE C/ COMPROMETIMENTO COGNITIVO";7387;3536;10923
"0302060057 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NO PRE/POS-OPERATORIO DE NEUROCIRURGIA";6954;2150;9104
"0303010231 CONSULTA EM SAUDE DO TRABALHADOR (EXCETO MEDICO)";2;13;15
"0303050012 ACOMPANHAMENTO E AVALIACAO DE GLAUCOMA POR FUNDOSCOPIA E TONOMETRIA";1472;1718;3190
"0303050039 TRATAMENTO OFTALMOLOGICO DE PACIENTE C/ GLAUCOMA BINOCULAR (1¶Ý LINHA )";514;270;784
"0303050047 TRATAMENTO OFTALMOLOGICO DE PACIENTE C/ GLAUCOMA BINOCULAR (2¶Ý LINHA)";423;291;714
"0303050055 TRATAMENTO OFTALMOLOGICO DE PACIENTE C/ GLAUCOMA BINOCULAR (3 ¶Ý LINHA)";385;358;743
"0303050080 TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA MONOCULAR (3¶Ý LINHA)";-;1;1
"0303050098 TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA COM DISPENSACAO DE ACETAZOLAMIDA MONOCULAR OU BIN";49;21;70
"0303050152 TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA - 1¶Ý LINHA ASSOCIADA A 2¶Ý LINHA - MONOCULAR";1;4;5
"0303050160 TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA - 1¶Ý LINHA ASSOCIADA A 2¶Ý LINHA - BINOCULAR";1076;959;2035
"0303050179 TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA - 1¶Ý LINHA ASSOCIADA A 3¶Ý LINHA - MONOCULAR";5;16;21
"0303050187 TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA - 1¶Ý LINHA ASSOCIADA A 3¶Ý LINHA - BINOCULAR";534;842;1376
"0303050195 TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA - 2¶Ý LINHA ASSOCIADA A 3¶Ý LINHA - MONOCULAR";2;-;2
"0303050209 TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA - 2¶Ý LINHA ASSOCIADA A 3¶Ý LINHA - BINOCULAR";181;163;344
"0303050217 TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA MONOCULAR- ASSOCIACAO DE 1¶Ý, 2¶Ý E 3¶Ý LINHAS";5;6;11
"0303050225 TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA BINOCULAR - ASSOCIACAO 1¶Ý, 2¶Ý E 3¶Ý LINHAS";1470;1195;2665
"0303050233 TRATAMENTO MEDICAMENTOSO DE DOENCA DA RETINA";1;-;1
"0303070056 RETIRADA DE CORPO ESTRANHO DO ESTOMAGO / DUODENO";-;1;1
"0303080108 FOTOTERAPIA (POR SESSAO)";3606;1916;5522
"0303080116 FOTOTERAPIA COM FOTOSSENSIBILIZACAO (POR SESSAO)";22;7;29
"0303090030 INFILTRACAO DE SUBSTANCIAS EM CAVIDADE SINOVIAL (ARTICULACAO, BAINHA TENDINOSA)";12;-;12
"0303090073 REVISAO COM TROCA DE APARELHO GESSADO EM MEMBRO INFERIOR";1;2;3
"0303090090 REVISAO COM TROCA DE APARELHO GESSADO EM MEMBRO SUPERIOR";12;-;12
"0303090162 TRATAMENTO CONSERVADOR DE FRATURA DE OSSO METACARPICO";10;-;10
"0303090200 TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO INFERIOR COM IMOBILIZACAO";78;1;79
"0303090227 TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO SUPERIOR COM IMOBILIZACAO";75;-;75
"0303140011 LAVAGEM NASAL PELO METODO DE PROETZ (POR SESSAO)";2;-;2
"0304010170 NARCOSE DE CRIANCA (POR PROCEDIMENTO)";74;-;74
"0304010367 RADIOTERAPIA DE CABECA E PESCOCO";65;40;105
"0304010375 RADIOTERAPIA DO APARELHO DIGESTIVO";85;41;126
"0304010383 RADIOTERAPIA DE TRAQUEIA, BRONQUIO, PULMAO, PLEURA E MEDIASTINO";24;8;32
"0304010391 RADIOTERAPIA DE OSSOS/CARTILAGENS/PARTES MOLES";11;14;25
"0304010405 RADIOTERAPIA DE PELE";14;7;21
"0304010413 RADIOTERAPIA DE MAMA";248;119;367
"0304010421 RADIOTERAPIA DE CANCER GINECOLOGICO";178;65;243
"0304010430 BRAQUITERAPIA GINECOLOGICA";104;48;152
"0304010448 RADIOTERAPIA DE PENIS";2;2;4
"0304010456 RADIOTERAPIA DE PROSTATA";186;86;272
"0304010472 RADIOTERAPIA DO APARELHO URINARIO";10;2;12
"0304010480 RADIOTERAPIA DE OLHOS E ANEXOS";2;-;2
"0304010502 RADIOTERAPIA DE SISTEMA NERVOSO CENTRAL";38;18;56
"0304010510 RADIOTERAPIA ESTEREOTAXICA";19;15;34
"0304010529 RADIOTERAPIA DE METASTASE EM SISTEMA NERVOSO CENTRAL";42;23;65
"0304010537 RADIOTERAPIA DE PLASMOCITOMA / MIELOMA / METASTASES EM OUTRAS LOCALIZACOES";189;85;274
"0304010545 RADIOTERAPIA DE CADEIA LINFATICA";83;29;112
"0304010553 RADIOTERAPIA DE LINFOMA E LEUCEMIA";9;2;11
"0304010570 RADIOTERAPIA DE QUELOIDE E GINECOMASTIA";6;1;7
"0304010588 RADIOTERAPIA DE DOENCA BENIGNA";5;5;10
